exchange_id,request_date,from_hospital_id,to_hospital_id,medicine_id,quantity_units,priority,status,distance_km,estimated_lead_days,same_province,reason,involves_demo
EX-00236,2026-03-09,DEMO-04,DEMO-07,MED-013,91,Normal,Completed,142.3,1,0,Near-expiry redistribution,1
EX-00237,2025-12-14,DEMO-05,DEMO-04,MED-061,108,High,In_Transit,5.4,1,1,Chemo cycle demand,1
EX-00238,2026-04-21,DEMO-08,HOSP-BG-014,MED-070,5,Normal,Completed,355.4,5,0,Pediatric surge,1
EX-00239,2026-02-24,DEMO-08,DEMO-04,MED-031,75,Normal,Completed,351.9,6,0,Postpartum hemorrhage kit,1
EX-00240,2026-06-01,DEMO-04,HOSP-KR-003,MED-070,59,Emergency,Approved,273.5,3,0,Emergency case load,1
EX-00241,2026-04-30,DEMO-08,DEMO-01,MED-010,27,High,Completed,352.2,6,0,Near-expiry redistribution,1
EX-00242,2026-02-13,DEMO-08,HOSP-MD-002,MED-003,58,Emergency,Completed,364.8,6,0,Outbreak response,1
EX-00243,2026-05-04,HOSP-BG-017,HOSP-GD-002,MED-021,26,Emergency,In_Transit,215.7,2,0,Postpartum hemorrhage kit,0
EX-00244,2026-03-07,DEMO-01,DEMO-04,MED-045,74,Normal,In_Transit,4.0,2,1,Emergency case load,1
EX-00245,2026-04-16,DEMO-08,DEMO-02,MED-064,18,Normal,Completed,351.8,4,0,Postpartum hemorrhage kit,1
EX-00246,2026-03-07,DEMO-04,DEMO-06,MED-035,96,High,Requested,239.3,4,0,Postpartum hemorrhage kit,1
EX-00247,2026-05-30,DEMO-03,HOSP-BG-013,MED-016,34,Normal,Approved,10.4,2,1,Low stock,1
EX-00248,2026-03-03,DEMO-08,DEMO-07,MED-056,20,High,Completed,211.9,2,0,Emergency case load,1
EX-00249,2025-12-25,HOSP-BG-014,HOSP-BG-013,MED-007,61,Emergency,Completed,3.2,1,1,Surgical camp,0
EX-00250,2026-06-04,HOSP-BG-017,HOSP-MD-003,MED-046,5,Normal,Completed,120.8,3,0,Postpartum hemorrhage kit,0
EX-00251,2026-02-08,DEMO-02,DEMO-06,MED-001,231,Normal,Completed,239.4,4,0,Emergency case load,1
EX-00252,2026-03-27,DEMO-02,HOSP-KP-001,MED-058,43,Emergency,Completed,219.1,4,0,Pediatric surge,1
EX-00253,2026-03-01,HOSP-GD-005,HOSP-GD-004,MED-036,223,Normal,Completed,42.9,2,1,Near-expiry redistribution,0
EX-00254,2026-04-13,DEMO-03,HOSP-GD-003,MED-015,108,Normal,Requested,86.2,2,0,Outbreak response,1
EX-00255,2026-05-03,DEMO-08,HOSP-KR-003,MED-062,5,High,Completed,78.4,1,1,Chemo cycle demand,1
EX-00256,2026-06-25,HOSP-BG-016,HOSP-MD-004,MED-017,15,High,Completed,47.8,1,0,Low stock,0
EX-00257,2026-05-25,DEMO-08,DEMO-07,MED-002,20,Emergency,Approved,211.9,3,0,Emergency case load,1
EX-00258,2026-03-13,DEMO-02,HOSP-MD-002,MED-038,101,Normal,Completed,92.3,2,0,Low stock,1
EX-00259,2026-04-18,HOSP-BG-014,HOSP-LB-001,MED-037,134,Normal,Completed,186.5,3,0,Low stock,0
EX-00260,2026-01-25,HOSP-BG-013,HOSP-GD-002,MED-024,209,High,Rejected,182.8,2,0,Postpartum hemorrhage kit,0
EX-00261,2026-04-21,HOSP-SP-003,HOSP-GD-004,MED-062,5,Normal,Approved,315.6,4,0,Chemo cycle demand,0
EX-00262,2026-06-10,DEMO-08,DEMO-01,MED-050,10,High,Completed,352.2,6,0,Low stock,1
EX-00263,2026-02-24,HOSP-KR-003,HOSP-SP-004,MED-036,5,Normal,Rejected,228.7,4,0,Low stock,0
EX-00264,2026-03-06,DEMO-03,DEMO-01,MED-058,13,High,In_Transit,11.8,2,1,Routine balancing,1
EX-00265,2025-12-30,HOSP-GD-002,HOSP-MD-001,MED-026,25,Normal,Completed,287.1,3,0,Emergency case load,0
EX-00266,2026-05-12,HOSP-BG-017,HOSP-BG-010,MED-038,8,High,Approved,127.1,2,1,Emergency case load,0
EX-00268,2026-06-28,DEMO-02,DEMO-06,MED-023,214,Normal,In_Transit,239.4,3,0,Chemo cycle demand,1
EX-00269,2026-01-26,HOSP-GD-004,HOSP-KR-001,MED-011,6,Normal,In_Transit,256.4,3,0,Low stock,0
EX-00270,2026-02-06,DEMO-04,DEMO-05,MED-018,87,High,Rejected,5.4,2,1,Chemo cycle demand,1
EX-00271,2026-06-08,DEMO-05,DEMO-03,MED-020,171,High,Completed,10.8,1,1,Postpartum hemorrhage kit,1
EX-00272,2026-06-13,HOSP-GD-004,DEMO-02,MED-069,5,High,Completed,140.4,3,0,Outbreak response,1
EX-00273,2026-02-16,DEMO-03,DEMO-07,MED-008,219,Normal,Completed,153.7,1,0,Chemo cycle demand,1
EX-00274,2026-04-20,HOSP-BG-016,HOSP-KP-004,MED-030,43,Normal,Completed,145.9,3,0,Surgical camp,0
EX-00275,2026-02-23,HOSP-KP-001,HOSP-KR-003,MED-029,210,Emergency,Approved,492.4,6,0,Monsoon surge,0
EX-00276,2026-04-23,HOSP-GD-002,HOSP-BG-016,MED-038,34,Normal,Completed,169.9,2,0,Pediatric surge,0
EX-00277,2026-05-21,DEMO-08,DEMO-02,MED-055,5,Emergency,Rejected,351.8,4,0,Chemo cycle demand,1
EX-00278,2026-04-23,DEMO-04,DEMO-07,MED-042,26,Emergency,Completed,142.3,3,0,Outbreak response,1
EX-00279,2026-06-02,DEMO-02,DEMO-08,MED-017,153,High,Approved,351.8,5,0,Monsoon surge,1
EX-00280,2026-02-27,DEMO-04,DEMO-03,MED-038,180,Normal,Completed,11.9,1,1,Postpartum hemorrhage kit,1
EX-00281,2026-03-20,HOSP-KR-004,HOSP-BG-014,MED-023,30,Normal,Rejected,302.1,5,0,Low stock,0
EX-00283,2026-02-04,HOSP-BG-011,DEMO-02,MED-032,68,Normal,In_Transit,3.9,2,1,Surgical camp,1
EX-00284,2026-05-14,DEMO-02,HOSP-MD-003,MED-038,110,Normal,Completed,108.2,3,0,Outbreak response,1
EX-00285,2026-04-29,DEMO-08,DEMO-06,MED-025,5,Normal,Requested,590.4,8,0,Low stock,1
EX-00286,2026-06-28,DEMO-01,DEMO-02,MED-065,92,Emergency,In_Transit,3.8,1,1,Chemo cycle demand,1
EX-00287,2026-04-20,HOSP-GD-005,HOSP-MD-002,MED-072,32,High,Completed,162.3,3,0,Pediatric surge,0
EX-00288,2026-05-02,HOSP-KR-001,HOSP-KP-004,MED-005,33,High,In_Transit,500.8,6,0,Surgical camp,0
EX-00289,2026-06-12,DEMO-08,DEMO-03,MED-071,5,High,Completed,363.7,4,0,Postpartum hemorrhage kit,1
EX-00290,2026-06-01,DEMO-02,DEMO-04,MED-023,173,High,Completed,0.3,1,1,Low stock,1
EX-00291,2025-12-20,DEMO-07,HOSP-BG-010,MED-008,206,Normal,Completed,74.2,1,0,Near-expiry redistribution,1
EX-00292,2026-02-03,DEMO-07,HOSP-KR-001,MED-008,95,Emergency,Completed,235.8,4,0,Routine balancing,1
EX-00293,2026-06-27,DEMO-08,DEMO-01,MED-006,32,High,Completed,352.2,4,0,Near-expiry redistribution,1
EX-00294,2026-06-07,DEMO-05,DEMO-03,MED-023,68,Emergency,In_Transit,10.8,1,1,Surgical camp,1
EX-00295,2026-02-24,DEMO-01,HOSP-BG-018,MED-069,93,Normal,Rejected,4.5,2,1,Surgical camp,1
EX-00296,2026-04-01,DEMO-05,DEMO-02,MED-016,75,Normal,Completed,5.2,1,1,Pediatric surge,1
EX-00298,2026-03-19,DEMO-04,DEMO-01,MED-029,107,Normal,In_Transit,4.0,1,1,Outbreak response,1
EX-00299,2026-04-20,DEMO-04,DEMO-03,MED-015,14,Normal,Completed,11.9,1,1,Monsoon surge,1
EX-00300,2026-03-04,DEMO-01,DEMO-07,MED-060,75,High,Completed,142.0,3,0,Near-expiry redistribution,1
EX-00301,2026-04-10,DEMO-08,HOSP-KP-003,MED-003,31,Normal,Approved,655.2,9,0,Postpartum hemorrhage kit,1
EX-00302,2026-01-15,DEMO-04,DEMO-07,MED-039,227,Normal,Completed,142.3,1,0,Low stock,1
EX-00303,2026-02-25,DEMO-01,DEMO-06,MED-067,248,High,In_Transit,238.7,2,0,Near-expiry redistribution,1
EX-00304,2026-01-27,HOSP-BG-016,HOSP-KR-004,MED-011,15,Emergency,Completed,286.5,4,0,Routine balancing,0
EX-00305,2026-05-19,DEMO-02,DEMO-06,MED-005,148,High,Completed,239.4,3,0,Surgical camp,1
EX-00306,2026-02-28,DEMO-07,DEMO-02,MED-039,23,High,Rejected,142.1,3,0,Routine balancing,1
EX-00307,2026-02-14,HOSP-KP-001,DEMO-05,MED-051,189,Normal,Completed,217.6,3,0,Near-expiry redistribution,1
EX-00308,2026-06-02,HOSP-BG-012,HOSP-MD-004,MED-054,38,High,Completed,87.4,1,0,Emergency case load,0
EX-00309,2026-01-10,HOSP-GD-004,HOSP-GD-005,MED-061,5,High,Completed,42.9,1,1,Low stock,0
EX-00310,2026-05-26,DEMO-08,DEMO-03,MED-017,5,Emergency,Approved,363.7,4,0,Surgical camp,1
EX-00311,2025-12-31,HOSP-BG-017,HOSP-BG-014,MED-008,20,High,Rejected,38.1,1,1,Routine balancing,0
EX-00313,2026-02-22,DEMO-02,HOSP-LB-003,MED-049,99,High,Rejected,281.6,5,0,Monsoon surge,1
EX-00314,2026-05-13,DEMO-01,HOSP-GD-002,MED-067,80,Normal,Completed,180.6,3,0,Near-expiry redistribution,1
EX-00315,2026-04-29,DEMO-07,DEMO-05,MED-004,52,Emergency,Completed,143.2,1,0,Emergency case load,1
EX-00316,2026-02-26,HOSP-BG-011,HOSP-GD-003,MED-007,73,Normal,Rejected,77.6,1,0,Monsoon surge,0
EX-00317,2026-06-17,HOSP-GD-004,HOSP-KP-001,MED-030,5,Emergency,Completed,357.3,4,0,Emergency case load,0
EX-00318,2026-06-08,HOSP-SP-004,DEMO-06,MED-054,5,Normal,Completed,729.8,9,0,Low stock,1
EX-00319,2025-12-21,DEMO-03,DEMO-07,MED-058,13,High,Rejected,153.7,3,0,Low stock,1
EX-00320,2026-02-12,DEMO-01,DEMO-07,MED-060,78,High,Completed,142.0,1,0,Low stock,1
EX-00321,2026-04-02,DEMO-04,DEMO-06,MED-041,26,High,Requested,239.3,4,0,Postpartum hemorrhage kit,1
EX-00323,2026-01-17,DEMO-03,DEMO-05,MED-027,14,Normal,Completed,10.8,2,1,Pediatric surge,1
EX-00324,2026-06-16,DEMO-08,HOSP-LB-001,MED-065,5,Emergency,Approved,214.3,4,0,Monsoon surge,1
EX-00325,2026-03-21,DEMO-08,DEMO-05,MED-005,19,Emergency,Completed,353.6,4,0,Postpartum hemorrhage kit,1
EX-00326,2026-05-11,HOSP-GD-002,HOSP-LB-002,MED-068,6,Normal,Completed,195.1,2,0,Pediatric surge,0
EX-00327,2026-05-25,HOSP-KR-004,HOSP-GD-004,MED-062,5,Emergency,Completed,175.1,3,0,Surgical camp,0
EX-00328,2026-06-08,HOSP-KP-004,DEMO-07,MED-038,7,High,Approved,267.0,5,0,Outbreak response,1
EX-00329,2026-05-13,DEMO-08,DEMO-04,MED-007,20,Normal,Completed,351.9,5,0,Routine balancing,1
EX-00330,2026-02-24,DEMO-08,DEMO-04,MED-050,10,High,Requested,351.9,5,0,Outbreak response,1
EX-00331,2025-12-17,DEMO-05,HOSP-MD-002,MED-037,227,High,Completed,87.3,2,0,Routine balancing,1
EX-00332,2026-06-20,DEMO-01,HOSP-LB-003,MED-024,180,High,Completed,280.6,3,0,Surgical camp,1
EX-00333,2025-12-30,HOSP-GD-004,HOSP-SP-001,MED-015,5,Emergency,Rejected,353.6,6,0,Pediatric surge,0
EX-00334,2026-06-21,HOSP-KR-004,HOSP-LB-001,MED-023,5,Normal,Completed,142.4,2,0,Surgical camp,0
EX-00335,2026-02-23,DEMO-08,DEMO-07,MED-007,20,High,In_Transit,211.9,3,0,Emergency case load,1
EX-00336,2026-04-14,DEMO-08,HOSP-GD-004,MED-029,41,Normal,Completed,215.6,2,0,Near-expiry redistribution,1
EX-00338,2026-04-14,HOSP-BG-012,HOSP-LB-005,MED-062,159,Emergency,Completed,175.5,3,0,Pediatric surge,0
EX-00339,2026-01-03,DEMO-01,HOSP-BG-018,MED-066,117,Normal,Completed,4.5,1,1,Routine balancing,1
EX-00340,2026-06-11,DEMO-07,DEMO-04,MED-012,210,Emergency,Completed,142.3,1,0,Chemo cycle demand,1
EX-00341,2026-05-31,HOSP-KP-001,HOSP-MD-002,MED-026,119,High,Requested,239.8,4,0,Surgical camp,0
EX-00342,2026-01-22,DEMO-08,DEMO-03,MED-050,10,Normal,Rejected,363.7,5,0,Low stock,1
EX-00343,2026-06-28,DEMO-03,DEMO-07,MED-052,13,Normal,Approved,153.7,3,0,Monsoon surge,1
EX-00344,2026-06-26,HOSP-KR-001,HOSP-BG-015,MED-014,224,Normal,Completed,400.2,7,0,Low stock,0
EX-00345,2026-03-06,HOSP-SP-003,HOSP-GD-005,MED-024,5,Normal,Completed,308.2,5,0,Near-expiry redistribution,0
EX-00346,2026-01-16,HOSP-KR-003,HOSP-BG-019,MED-021,5,Normal,Completed,272.7,4,0,Surgical camp,0
EX-00347,2026-05-14,HOSP-SP-004,HOSP-KP-001,MED-006,9,High,Completed,713.8,10,0,Emergency case load,0
EX-00348,2026-05-09,HOSP-GD-005,HOSP-GD-004,MED-072,241,Normal,Completed,42.9,1,1,Chemo cycle demand,0
EX-00349,2026-05-10,DEMO-05,HOSP-LB-001,MED-022,85,High,Completed,184.3,4,0,Emergency case load,1
EX-00350,2026-03-06,DEMO-03,DEMO-07,MED-023,13,Normal,Completed,153.7,1,0,Chemo cycle demand,1
EX-00351,2026-03-24,DEMO-08,HOSP-LB-004,MED-003,58,Normal,Completed,146.7,3,0,Emergency case load,1
EX-00352,2026-05-18,DEMO-08,HOSP-BG-012,MED-029,41,High,Completed,352.9,4,0,Low stock,1
EX-00353,2026-04-13,DEMO-08,HOSP-MD-002,MED-070,9,Normal,Approved,364.8,4,0,Pediatric surge,1
EX-00354,2026-01-27,DEMO-03,HOSP-LB-004,MED-071,30,Normal,Completed,255.8,5,0,Monsoon surge,1
EX-00356,2026-01-17,DEMO-02,DEMO-06,MED-017,67,Normal,Completed,239.4,4,0,Chemo cycle demand,1
EX-00357,2026-04-22,DEMO-04,DEMO-02,MED-057,138,Normal,Requested,0.3,2,1,Outbreak response,1
EX-00359,2025-12-22,DEMO-08,DEMO-04,MED-050,10,Emergency,In_Transit,351.9,6,0,Postpartum hemorrhage kit,1
EX-00360,2026-03-07,DEMO-08,DEMO-03,MED-005,26,Emergency,Completed,363.7,6,0,Routine balancing,1
EX-00361,2026-01-04,DEMO-08,HOSP-KP-004,MED-031,5,Normal,Completed,475.7,5,0,Pediatric surge,1
EX-00362,2026-04-02,HOSP-SP-002,HOSP-LB-004,MED-020,42,Normal,Completed,280.0,5,0,Monsoon surge,0
EX-00363,2026-03-13,HOSP-KP-001,HOSP-KR-003,MED-008,219,High,Completed,492.4,8,0,Pediatric surge,0
EX-00364,2026-04-17,DEMO-04,HOSP-BG-011,MED-045,33,Normal,Completed,3.9,2,1,Postpartum hemorrhage kit,1
EX-00365,2026-06-04,DEMO-08,DEMO-07,MED-002,20,Emergency,Completed,211.9,3,0,Chemo cycle demand,1
EX-00366,2026-03-20,DEMO-05,DEMO-07,MED-044,172,Normal,Completed,143.2,2,0,Chemo cycle demand,1
EX-00367,2026-01-15,DEMO-08,HOSP-SP-001,MED-003,49,Normal,Approved,165.5,3,0,Outbreak response,1
EX-00368,2026-01-14,DEMO-08,DEMO-05,MED-045,5,Emergency,Completed,353.6,5,0,Low stock,1
EX-00369,2026-01-29,DEMO-08,HOSP-BG-015,MED-053,9,High,Completed,376.4,6,0,Chemo cycle demand,1
EX-00370,2026-03-01,DEMO-08,HOSP-SP-002,MED-065,5,High,Completed,197.5,3,0,Low stock,1
EX-00371,2026-02-06,HOSP-SP-004,DEMO-02,MED-046,5,Normal,Completed,495.6,7,0,Routine balancing,1
EX-00372,2026-06-10,HOSP-BG-017,DEMO-03,MED-043,5,Normal,Requested,30.7,1,1,Outbreak response,1
EX-00373,2026-03-22,HOSP-GD-004,HOSP-BG-010,MED-003,5,High,Completed,100.2,1,0,Near-expiry redistribution,0
EX-00374,2025-12-15,DEMO-02,DEMO-04,MED-048,107,Emergency,Requested,0.3,1,1,Monsoon surge,1
EX-00375,2026-01-03,DEMO-02,DEMO-01,MED-071,87,Normal,Completed,3.8,1,1,Low stock,1
EX-00376,2026-03-21,DEMO-08,DEMO-05,MED-027,21,Normal,Completed,353.6,6,0,Near-expiry redistribution,1
EX-00377,2026-03-11,HOSP-GD-002,HOSP-SP-004,MED-037,28,Normal,Completed,314.9,4,0,Postpartum hemorrhage kit,0
EX-00378,2026-03-24,DEMO-02,DEMO-07,MED-070,95,High,Completed,142.1,3,0,Postpartum hemorrhage kit,1
EX-00379,2026-05-28,DEMO-02,HOSP-MD-002,MED-004,239,Normal,Completed,92.3,2,0,Routine balancing,1
EX-00380,2026-05-05,DEMO-04,DEMO-03,MED-037,46,Normal,Requested,11.9,2,1,Near-expiry redistribution,1
EX-00381,2026-05-16,HOSP-GD-003,HOSP-BG-019,MED-061,5,High,Completed,73.9,2,0,Surgical camp,0
EX-00382,2026-03-29,DEMO-05,DEMO-02,MED-029,17,Normal,Rejected,5.2,1,1,Postpartum hemorrhage kit,1
EX-00383,2026-03-29,HOSP-KP-001,HOSP-BG-016,MED-044,194,Normal,In_Transit,233.4,3,0,Outbreak response,0
EX-00384,2026-01-27,DEMO-05,DEMO-03,MED-070,90,High,Completed,10.8,2,1,Surgical camp,1
EX-00385,2026-01-17,HOSP-BG-017,DEMO-07,MED-002,13,Emergency,Rejected,176.5,3,0,Pediatric surge,1
EX-00386,2026-05-13,DEMO-08,DEMO-05,MED-050,20,Normal,Completed,353.6,5,0,Postpartum hemorrhage kit,1
EX-00387,2026-04-07,HOSP-BG-012,HOSP-BG-017,MED-056,15,Normal,Requested,39.9,1,1,Near-expiry redistribution,0
EX-00388,2025-12-17,DEMO-08,DEMO-04,MED-019,9,High,Completed,351.9,6,0,Routine balancing,1
EX-00391,2026-01-18,DEMO-08,HOSP-LB-001,MED-006,33,Emergency,Completed,214.3,4,0,Chemo cycle demand,1
EX-00392,2026-02-04,DEMO-04,DEMO-01,MED-062,50,High,Completed,4.0,1,1,Postpartum hemorrhage kit,1
EX-00393,2026-02-18,DEMO-01,DEMO-07,MED-023,168,Emergency,Completed,142.0,1,0,Monsoon surge,1
EX-00394,2026-04-17,HOSP-BG-019,HOSP-MD-001,MED-046,201,Emergency,Completed,127.9,3,0,Chemo cycle demand,0
EX-00395,2026-01-25,DEMO-08,HOSP-KP-001,MED-015,5,High,Completed,570.8,7,0,Surgical camp,1
EX-00396,2026-01-26,HOSP-BG-011,HOSP-MD-001,MED-046,5,Emergency,Requested,122.6,1,0,Routine balancing,0
EX-00397,2025-12-19,DEMO-08,DEMO-07,MED-002,20,Normal,Completed,211.9,3,0,Emergency case load,1
EX-00398,2026-06-12,HOSP-GD-005,DEMO-06,MED-072,193,Normal,Completed,380.2,5,0,Near-expiry redistribution,1
EX-00399,2026-01-09,DEMO-08,DEMO-06,MED-045,5,High,Completed,590.4,7,0,Postpartum hemorrhage kit,1
EX-00401,2026-03-01,HOSP-KR-003,HOSP-MD-001,MED-031,5,High,Completed,386.6,6,0,Emergency case load,0
EX-00402,2026-02-26,DEMO-02,DEMO-06,MED-038,44,High,Completed,239.4,4,0,Postpartum hemorrhage kit,1
EX-00405,2026-03-27,HOSP-GD-005,HOSP-MD-004,MED-041,59,High,Completed,161.5,2,0,Near-expiry redistribution,0
EX-00406,2026-01-14,HOSP-KR-004,HOSP-KR-003,MED-009,17,High,Approved,56.5,1,1,Near-expiry redistribution,0
EX-00407,2026-03-05,DEMO-07,DEMO-02,MED-006,233,High,Approved,142.1,3,0,Pediatric surge,1
EX-00408,2026-04-06,HOSP-BG-015,HOSP-LB-001,MED-022,89,Emergency,Requested,206.4,4,0,Postpartum hemorrhage kit,0
EX-00409,2026-02-11,DEMO-03,DEMO-01,MED-019,27,Normal,In_Transit,11.8,1,1,Surgical camp,1
EX-00410,2026-04-10,DEMO-02,DEMO-03,MED-064,119,High,Completed,11.9,1,1,Monsoon surge,1
EX-00411,2025-12-30,DEMO-07,DEMO-04,MED-067,199,Normal,Completed,142.3,1,0,Routine balancing,1
EX-00412,2025-12-27,DEMO-07,DEMO-06,MED-043,141,Normal,Completed,378.9,6,0,Postpartum hemorrhage kit,1
EX-00413,2026-01-08,HOSP-KR-004,DEMO-01,MED-003,23,Normal,Requested,299.0,4,0,Emergency case load,1
EX-00414,2026-03-09,DEMO-08,HOSP-LB-003,MED-017,5,Normal,Completed,140.3,3,0,Chemo cycle demand,1
EX-00415,2026-03-13,HOSP-BG-017,HOSP-GD-002,MED-038,8,High,Completed,215.7,2,0,Emergency case load,0
EX-00416,2026-03-19,HOSP-KR-003,HOSP-GD-003,MED-002,5,Normal,Completed,199.6,3,0,Low stock,0
EX-00417,2026-03-01,HOSP-LB-005,HOSP-BG-015,MED-040,84,High,Completed,198.4,4,0,Outbreak response,0
EX-00418,2025-12-26,HOSP-KR-003,HOSP-BG-018,MED-021,5,Normal,Approved,276.9,3,0,Surgical camp,0
EX-00419,2026-06-26,DEMO-08,HOSP-KP-003,MED-002,20,Normal,Requested,655.2,9,0,Outbreak response,1
EX-00420,2025-12-30,DEMO-08,DEMO-07,MED-004,19,Normal,Completed,211.9,2,0,Near-expiry redistribution,1
EX-00421,2026-01-27,HOSP-GD-004,HOSP-SP-001,MED-015,5,Normal,Completed,353.6,5,0,Monsoon surge,0
EX-00422,2026-05-28,DEMO-08,DEMO-03,MED-006,40,Normal,Requested,363.7,5,0,Chemo cycle demand,1
EX-00423,2026-06-22,DEMO-01,DEMO-06,MED-065,25,High,Completed,238.7,3,0,Outbreak response,1
EX-00424,2026-04-26,DEMO-03,DEMO-04,MED-051,14,High,Approved,11.9,1,1,Emergency case load,1
EX-00425,2026-05-06,DEMO-06,DEMO-02,MED-052,55,Emergency,Completed,239.4,4,0,Pediatric surge,1
EX-00426,2026-03-17,DEMO-08,DEMO-07,MED-003,23,Normal,Completed,211.9,3,0,Monsoon surge,1
EX-00427,2026-01-10,DEMO-07,HOSP-BG-014,MED-033,105,Normal,Approved,145.2,3,0,Emergency case load,1
EX-00428,2026-01-01,DEMO-08,HOSP-MD-001,MED-028,5,High,Approved,463.7,6,0,Pediatric surge,1
EX-00429,2026-06-12,HOSP-BG-015,DEMO-06,MED-011,227,High,Requested,214.9,4,0,Chemo cycle demand,1
EX-00430,2026-04-04,DEMO-02,HOSP-LB-004,MED-009,190,Normal,Rejected,245.1,4,0,Pediatric surge,1
EX-00431,2026-02-19,DEMO-01,DEMO-04,MED-027,211,Normal,Requested,4.0,1,1,Chemo cycle demand,1
EX-00432,2026-04-07,DEMO-08,HOSP-KR-003,MED-003,58,Emergency,Completed,78.4,1,1,Outbreak response,1
EX-00433,2026-02-20,DEMO-08,DEMO-02,MED-071,5,Normal,Approved,351.8,4,0,Surgical camp,1
EX-00434,2026-03-05,DEMO-08,HOSP-SP-001,MED-026,26,Normal,Completed,165.5,4,0,Monsoon surge,1
EX-00435,2026-03-23,DEMO-01,DEMO-02,MED-061,161,Emergency,Completed,3.8,2,1,Outbreak response,1
EX-00436,2026-01-27,HOSP-KP-001,HOSP-BG-015,MED-029,39,Normal,Completed,194.6,4,0,Chemo cycle demand,0
EX-00437,2026-04-03,HOSP-LB-004,HOSP-MD-001,MED-063,5,Normal,Requested,337.9,6,0,Low stock,0
EX-00438,2026-03-03,DEMO-08,DEMO-03,MED-007,20,Normal,Completed,363.7,6,0,Surgical camp,1
EX-00439,2026-01-29,DEMO-02,DEMO-04,MED-031,205,Normal,Completed,0.3,1,1,Near-expiry redistribution,1
EX-00440,2026-01-11,DEMO-01,DEMO-04,MED-066,117,Normal,Completed,4.0,2,1,Outbreak response,1
EX-00441,2026-01-18,HOSP-KP-001,DEMO-03,MED-054,74,Normal,Completed,207.3,2,0,Surgical camp,1
EX-00443,2026-06-05,DEMO-06,HOSP-LB-004,MED-061,99,High,Requested,472.0,6,0,Monsoon surge,1
EX-00444,2026-04-10,DEMO-08,DEMO-07,MED-023,5,Normal,Requested,211.9,3,0,Routine balancing,1
EX-00445,2026-02-07,HOSP-BG-011,HOSP-BG-019,MED-052,66,Normal,Completed,5.3,2,1,Monsoon surge,0
EX-00446,2026-04-05,HOSP-KR-001,HOSP-GD-003,MED-039,63,High,Completed,302.8,5,0,Near-expiry redistribution,0
EX-00447,2026-04-28,HOSP-BG-011,HOSP-LB-003,MED-061,9,Normal,Completed,283.9,4,0,Postpartum hemorrhage kit,0
EX-00448,2026-04-24,DEMO-04,DEMO-07,MED-065,69,Normal,Approved,142.3,3,0,Outbreak response,1
EX-00449,2026-04-21,DEMO-08,HOSP-BG-017,MED-063,5,Emergency,Completed,383.1,5,0,Surgical camp,1
EX-00450,2026-01-27,DEMO-01,DEMO-02,MED-042,25,Normal,Completed,3.8,1,1,Monsoon surge,1
EX-00451,2025-12-14,DEMO-01,DEMO-06,MED-067,215,Normal,Completed,238.7,2,0,Near-expiry redistribution,1
EX-00452,2025-12-16,DEMO-08,DEMO-06,MED-032,5,Emergency,Completed,590.4,9,0,Routine balancing,1
EX-00453,2026-04-30,DEMO-05,DEMO-04,MED-069,35,Emergency,Requested,5.4,2,1,Routine balancing,1
EX-00454,2026-04-07,DEMO-02,DEMO-06,MED-047,178,Normal,Completed,239.4,2,0,Low stock,1
EX-00455,2026-02-07,HOSP-KR-001,HOSP-LB-003,MED-034,45,Normal,In_Transit,105.4,3,0,Outbreak response,0
EX-00456,2026-05-27,HOSP-BG-013,HOSP-KR-001,MED-005,82,Normal,Completed,377.9,6,0,Emergency case load,0
EX-00457,2026-04-04,HOSP-KR-003,HOSP-KP-003,MED-014,5,High,Completed,576.8,8,0,Near-expiry redistribution,0
EX-00458,2026-02-01,HOSP-BG-012,HOSP-GD-004,MED-065,15,Normal,Approved,142.2,2,0,Pediatric surge,0
EX-00459,2026-06-16,DEMO-08,DEMO-05,MED-053,9,Normal,In_Transit,353.6,4,0,Postpartum hemorrhage kit,1
EX-00460,2026-06-09,HOSP-BG-018,HOSP-KP-001,MED-051,6,Emergency,Completed,216.1,3,0,Low stock,0
EX-00461,2026-05-06,HOSP-GD-002,HOSP-BG-010,MED-037,28,Normal,Completed,106.1,2,0,Emergency case load,0
EX-00462,2026-02-14,DEMO-08,DEMO-02,MED-064,18,High,In_Transit,351.8,4,0,Emergency case load,1
EX-00463,2026-04-08,HOSP-SP-003,HOSP-KP-004,MED-024,5,Normal,Completed,574.9,9,0,Monsoon surge,0
EX-00464,2026-03-12,HOSP-GD-002,HOSP-BG-010,MED-041,5,Normal,In_Transit,106.1,3,0,Pediatric surge,0
EX-00465,2026-02-17,HOSP-GD-002,HOSP-SP-001,MED-012,97,Normal,Completed,293.8,5,0,Postpartum hemorrhage kit,0
EX-00466,2026-05-25,HOSP-KR-003,HOSP-MD-002,MED-046,5,Normal,Completed,290.2,4,0,Chemo cycle demand,0
EX-00467,2026-06-12,HOSP-KR-004,DEMO-04,MED-060,5,Normal,Completed,299.4,4,0,Routine balancing,1
EX-00469,2026-05-25,DEMO-07,DEMO-08,MED-062,112,Normal,In_Transit,211.9,3,0,Routine balancing,1
EX-00470,2026-02-03,HOSP-LB-005,HOSP-KP-001,MED-054,156,High,In_Transit,387.6,5,0,Surgical camp,0
EX-00471,2026-04-07,HOSP-BG-019,HOSP-KR-003,MED-067,113,Normal,Completed,272.7,3,0,Chemo cycle demand,0
